obs_0,obs_1,obs_2,obs_3,obs_4,obs_5,obs_6,obs_7,obs_8,obs_9,obs_10,obs_11,obs_12,obs_13,obs_14,obs_15,obs_16,obs_17,obs_18,obs_19,obs_20,obs_21,obs_22,obs_23,obs_24,obs_25,obs_26,obs_27,action_0,action_1,action_2,action_3,action_4,action_5,action_6,action_7,action_8,action_9
-1.016892910003662109e+00,1.905619978904724121e+00,1.687704205513000488e+00,4.337273910641670227e-02,-1.103964727371931076e-02,-6.900941580533981323e-02,2.452791482210159302e-01,-9.694525003433227539e-01,4.119634255766868591e-02,5.607382394373416901e-03,-4.282948002219200134e-02,-5.720091462135314941e-01,1.797766327857971191e+00,4.619634151458740234e-02,6.073825061321258545e-04,2.617993950843811035e-02,-3.220091462135314941e-01,8.227663040161132812e-01,5.619634315371513367e-02,5.607382394373416901e-03,0.000000000000000000e+00,3.926170349121093750e+00,3.221926689147949219e+00,1.387355923652648926e+00,8.271418511867523193e-03,1.766115054488182068e-02,5.578034400939941406e+00,5.000000074505805969e-02,-1.249945461750030518e-01,-2.566042840480804443e-01,-1.942137628793716431e-01,1.217599213123321533e-01,-5.968730449676513672e-01,1.148464344441890717e-02,1.263625174760818481e-01,-2.214936465024948120e-01,-5.534596443176269531e-01,-2.625100016593933105e-01
-6.931920647621154785e-01,1.819007277488708496e+00,1.323126912117004395e+00,8.611347526311874390e-02,-3.238413855433464050e-02,-6.382261216640472412e-02,1.412955857813358307e-02,-9.999001622200012207e-01,8.239268511533737183e-02,-1.546819694340229034e-02,-3.764266893267631531e-02,-2.380365878343582153e-01,1.770145297050476074e+00,8.739268034696578979e-02,-2.046819590032100677e-02,2.617993950843811035e-02,6.196341663599014282e-02,8.201452493667602539e-01,9.739268571138381958e-02,-1.546819694340229034e-02,0.000000000000000000e+00,3.415329694747924805e+00,2.658613920211791992e+00,1.021529078483581543e+00,2.972180489450693130e-03,1.807854510843753815e-02,3.554774045944213867e+00,5.000000074505805969e-02,3.295588493347167969e-02,-1.914432048797607422e-01,-7.290620803833007812e-01,1.031031012535095215e-01,-5.868363380432128906e-01,1.324835605919361115e-02,1.963378489017486572e-01,-3.834057450294494629e-01,-6.186810135841369629e-02,-1.789129674434661865e-01
-2.377247363328933716e-01,1.612054944038391113e+00,1.044926881790161133e+00,8.455249667167663574e-02,-4.350927472114562988e-02,-5.621305108070373535e-02,-1.327770799398422241e-01,-9.911459088325500488e-01,7.926541566848754883e-02,-2.652830444276332855e-02,-3.003311157226562500e-02,2.199145853519439697e-01,1.623020648956298828e+00,8.426541835069656372e-02,-3.152830526232719421e-02,2.617993950843811035e-02,5.699145793914794922e-01,6.980206966400146484e-01,9.426541626453399658e-02,-2.652830444276332855e-02,0.000000000000000000e+00,2.712883710861206055e+00,3.391755104064941406e+00,8.534762263298034668e-01,3.013242501765489578e-03,1.859352737665176392e-02,2.398644685745239258e+00,5.000000074505805969e-02,8.812789618968963623e-02,3.295964002609252930e-02,-6.797312498092651367e-01,1.205080971121788025e-01,-7.410731911659240723e-01,-1.784098595380783081e-01,2.331411242485046387e-01,-5.912048220634460449e-01,-9.072928130626678467e-02,-2.944738864898681641e-01
1.380729675292968750e-01,1.384592294692993164e+00,7.431341409683227539e-01,6.437543034553527832e-02,-4.789164662361145020e-02,-6.535842269659042358e-02,-2.993997037410736084e-01,-9.541277885437011719e-01,5.752697587013244629e-02,-3.105064667761325836e-02,-3.917848318815231323e-02,5.903658270835876465e-01,1.455198049545288086e+00,6.252697110176086426e-02,-3.605064749717712402e-02,2.617993950843811035e-02,9.903658032417297363e-01,5.551980733871459961e-01,7.252697646617889404e-02,-3.105064667761325836e-02,0.000000000000000000e+00,2.413333177566528320e+00,5.971710681915283203e+00,7.219160199165344238e-01,5.726504605263471603e-03,1.796056143939495087e-02,1.602047562599182129e+00,5.000000074505805969e-02,2.115070819854736328e-03,1.775357499718666077e-02,-7.388562560081481934e-01,-6.350398063659667969e-02,-4.920473694801330566e-01,-5.401579737663269043e-01,2.000743448734283447e-01,-7.092996835708618164e-01,-6.567355990409851074e-02,-2.431543618440628052e-01
4.119140207767486572e-01,1.139809131622314453e+00,4.021825194358825684e-01,4.676029831171035767e-02,-4.958274215459823608e-02,-6.331723183393478394e-02,-4.917647540569305420e-01,-8.707280755043029785e-01,3.838209435343742371e-02,-3.308431431651115417e-02,-3.713729232549667358e-02,8.511215448379516602e-01,1.268846869468688965e+00,4.338209703564643860e-02,-3.808431699872016907e-02,2.617993950843811035e-02,1.301121473312377930e+00,3.938468992710113525e-01,5.338209494948387146e-02,-3.308431431651115417e-02,0.000000000000000000e+00,2.230976343154907227e+00,8.994768142700195312e+00,6.106249690055847168e-01,7.432242855429649353e-03,1.811633631587028503e-02,1.189509630203247070e+00,5.000000074505805969e-02,1.892242729663848877e-01,-7.764273136854171753e-02,-6.957104802131652832e-01,-1.697083711624145508e-01,-4.390169978141784668e-01,-4.977368712425231934e-01,4.137923568487167358e-02,-5.663284063339233398e-01,-6.336111575365066528e-02,-2.937651276588439941e-01
6.007621884346008301e-01,9.061825275421142578e-01,1.382563859224319458e-01,2.851221896708011627e-02,-4.181979596614837646e-02,-5.613046139478683472e-02,-6.029085516929626465e-01,-7.978103160858154297e-01,1.866207271814346313e-02,-2.586068399250507355e-02,-2.995052188634872437e-02,1.019369363784790039e+00,1.091444492340087891e+00,2.366207167506217957e-02,-3.086068294942378998e-02,2.617993950843811035e-02,1.519369363784790039e+00,2.414445281028747559e-01,3.366207331418991089e-02,-2.586068399250507355e-02,0.000000000000000000e+00,2.087010622024536133e+00,1.180031871795654297e+01,5.412323474884033203e-01,8.982951752841472626e-03,1.859848201274871826e-02,1.064513444900512695e+00,5.000000074505805969e-02,3.378710746765136719e-01,-1.171815320849418640e-01,-6.597923636436462402e-01,-1.488393247127532959e-01,-3.560710549354553223e-01,-3.405758738517761230e-01,1.292237341403961182e-01,-3.966019749641418457e-01,1.009391024708747864e-01,-2.069038003683090210e-01
7.017099261283874512e-01,7.311093807220458984e-01,-9.484910219907760620e-02,6.046294234693050385e-03,-2.685626782476902008e-02,-1.365533657371997833e-02,-6.811612248420715332e-01,-7.321334481239318848e-01,-5.192810669541358948e-03,-1.162398513406515121e-02,1.252460200339555740e-02,1.092554330825805664e+00,9.694256186485290527e-01,-1.928105484694242477e-04,-1.662398502230644226e-02,2.617993950843811035e-02,1.642554402351379395e+00,1.444256156682968140e-01,9.807188995182514191e-03,-1.162398513406515121e-02,0.000000000000000000e+00,2.164608716964721680e+00,1.370440006256103516e+01,4.922808110713958740e-01,9.837917983531951904e-03,1.933864876627922058e-02,9.007452130317687988e-01,2.107411250472068787e-02,5.074932575225830078e-01,-1.519243717193603516e-01,-2.827083766460418701e-01,-5.674837529659271240e-02,2.074970901012420654e-01,-4.945404082536697388e-02,3.757358193397521973e-01,-1.924832612276077271e-01,9.840466827154159546e-02,2.591392025351524353e-02
6.425817012786865234e-01,5.692682862281799316e-01,-6.954917311668395996e-02,-2.026794478297233582e-02,-4.122187197208404541e-02,6.909335963428020477e-03,-5.589740276336669922e-01,-8.291851878166198730e-01,-3.278925269842147827e-02,-2.689149416983127594e-02,3.308927640318870544e-02,9.989758729934692383e-01,8.565611243247985840e-01,-2.778925374150276184e-02,-3.189149498939514160e-02,2.617993950843811035e-02,1.598975896835327148e+00,5.656113848090171814e-02,-1.778925396502017975e-02,-2.689149416983127594e-02,0.000000000000000000e+00,1.896403193473815918e+00,1.284490585327148438e+01,3.060539662837982178e-01,8.201712742447853088e-03,1.840061508119106293e-02,3.758466243743896484e-01,0.000000000000000000e+00,4.104286134243011475e-01,4.183395951986312866e-02,-2.979339957237243652e-01,1.783050000667572021e-01,-2.392102628946304321e-01,1.595074981451034546e-01,1.652270853519439697e-01,2.392514199018478394e-01,-2.461595088243484497e-02,2.037371098995208740e-01
5.669677853584289551e-01,4.146076142787933350e-01,-8.714272826910018921e-02,-1.422163378447294235e-02,-2.245405130088329315e-02,-9.459338150918483734e-03,-4.616388678550720215e-01,-8.870679736137390137e-01,-2.789645642042160034e-02,-9.185222908854484558e-03,1.672060042619705200e-02,8.828137516975402832e-01,7.459614276885986328e-01,-2.289645560085773468e-02,-1.418522279709577560e-02,2.617993950843811035e-02,1.532813668251037598e+00,-2.903857640922069550e-02,-1.289645582437515259e-02,-9.185222908854484558e-03,0.000000000000000000e+00,1.461107373237609863e+00,1.171152591705322266e+01,1.399412155151367188e-01,9.137419052422046661e-03,1.921593584120273590e-02,3.310166597366333008e-01,0.000000000000000000e+00,5.471066236495971680e-01,4.723220318555831909e-02,-3.086081445217132568e-01,2.257050573825836182e-02,-2.249033004045486450e-01,-2.335685193538665771e-01,4.386095404624938965e-01,3.338346481323242188e-01,-1.071683019399642944e-01,1.244105026125907898e-02
4.423014223575592041e-01,3.432626128196716309e-01,-1.056882962584495544e-01,-3.346265852451324463e-02,-1.028250623494386673e-02,4.214048385620117188e-03,-3.592720031738281250e-01,-9.332329034805297852e-01,-4.814256727695465088e-02,1.783289131708443165e-03,3.039398789405822754e-02,7.121949195861816406e-01,7.130078077316284180e-01,-4.314256459474563599e-02,-3.216710872948169708e-03,2.617993950843811035e-02,1.412194967269897461e+00,-3.699221089482307434e-02,-3.314256668090820312e-02,1.783289131708443165e-03,0.000000000000000000e+00,1.056970715522766113e+00,9.793201446533203125e+00,7.161504030227661133e-02,7.679113186895847321e-03,1.857171952724456787e-02,1.440796554088592529e-01,0.000000000000000000e+00,6.980656385421752930e-01,4.211292862892150879e-01,-2.251462638378143311e-01,-5.876256525516510010e-02,-2.110961228609085083e-01,-8.420956879854202271e-02,3.156260848045349121e-01,3.019961118698120117e-01,-2.147164791822433472e-01,2.585849463939666748e-01
2.796228826045989990e-01,2.924120724201202393e-01,-7.878613471984863281e-02,-2.995082922279834747e-02,-1.064735837280750275e-02,6.225930992513895035e-03,-2.081526219844818115e-01,-9.780963659286499023e-01,-4.547019302845001221e-02,9.450629295315593481e-05,3.240586817264556885e-02,4.989459514617919922e-01,6.942222118377685547e-01,-4.047019407153129578e-02,-4.905493929982185364e-03,2.617993950843811035e-02,1.248945951461791992e+00,-3.077779710292816162e-02,-3.047019429504871368e-02,9.450629295315593481e-05,0.000000000000000000e+00,6.613476276397705078e-01,7.441391468048095703e+00,3.953054547309875488e-02,7.932452484965324402e-03,1.844537444412708282e-02,6.392508745193481445e-02,0.000000000000000000e+00,5.940210819244384766e-01,3.558267652988433838e-01,-1.511041074991226196e-01,-3.915680944919586182e-02,-1.523218303918838501e-01,-3.673266619443893433e-03,8.890716731548309326e-02,2.884018421173095703e-01,-4.191155731678009033e-01,2.072456628084182739e-01
1.521490514278411865e-01,2.338948398828506470e-01,-4.645332321524620056e-02,-2.126092463731765747e-02,-1.297151949256658554e-02,4.886116832494735718e-03,-4.643661901354789734e-02,-9.989212155342102051e-01,-3.743975609540939331e-02,-3.651829203590750694e-03,3.106605634093284607e-02,3.171490430831909180e-01,6.608948111534118652e-01,-3.243975713849067688e-02,-8.651829324662685394e-03,2.617993950843811035e-02,1.117149114608764648e+00,-3.910516202449798584e-02,-2.243975736200809479e-02,-3.651829203590750694e-03,0.000000000000000000e+00,3.873028755187988281e-01,5.757984161376953125e+00,2.329939231276512146e-02,8.584928698837757111e-03,1.853041537106037140e-02,2.525452338159084320e-02,0.000000000000000000e+00,6.533342003822326660e-01,3.134174346923828125e-01,6.379947066307067871e-03,-9.300008416175842285e-03,-2.319494932889938354e-01,-3.492037951946258545e-02,-6.092241406440734863e-02,2.025781869888305664e-01,-6.173639297485351562e-01,3.565569221973419189e-02
8.457586914300918579e-02,1.607923209667205811e-01,-4.515979439020156860e-02,-1.192061323672533035e-02,-1.145805511623620987e-02,-3.784064203500747681e-03,8.563488721847534180e-02,-9.963265657424926758e-01,-2.856764383614063263e-02,-3.634451422840356827e-03,2.239587530493736267e-02,1.924295872449874878e-01,6.056761145591735840e-01,-2.356764301657676697e-02,-8.634450845420360565e-03,2.617993950843811035e-02,1.042429566383361816e+00,-6.932390481233596802e-02,-1.356764324009418488e-02,-3.634451422840356827e-03,0.000000000000000000e+00,1.737245172262191772e-01,4.903002738952636719e+00,1.126395724713802338e-02,9.170680306851863861e-03,1.899394020438194275e-02,1.324800215661525726e-02,0.000000000000000000e+00,8.365176916122436523e-01,4.133199155330657959e-01,3.536224365234375000e-01,7.228852063417434692e-02,-1.961285322904586792e-01,-1.881195902824401855e-01,3.419116139411926270e-03,3.124612569808959961e-01,-6.230826973915100098e-01,-1.015255004167556763e-01
2.791951969265937805e-02,1.140424832701683044e-01,-3.529215976595878601e-02,-1.027991715818643570e-02,-8.119061589241027832e-03,4.667575936764478683e-03,2.245753407478332520e-01,-9.744567275047302246e-01,-2.719585970044136047e-02,-1.839856849983334541e-03,3.084751404821872711e-02,7.678154855966567993e-02,5.691979527473449707e-01,-2.219585888087749481e-02,-6.839856971055269241e-03,2.617993950843811035e-02,9.767815470695495605e-01,-8.080204576253890991e-02,-1.219585910439491272e-02,-1.839856849983334541e-03,0.000000000000000000e+00,9.878812730312347412e-02,4.195409297943115234e+00,8.687288500368595123e-03,9.256999939680099487e-03,1.854394562542438507e-02,5.460594315081834793e-03,0.000000000000000000e+00,9.118461608886718750e-01,5.065701007843017578e-01,4.881414473056793213e-01,1.573246568441390991e-01,-1.472009569406509399e-01,-1.416580677032470703e-01,-3.732191026210784912e-02,3.846726417541503906e-01,-7.247658967971801758e-01,-1.536982953548431396e-01
