# t,xt0,xt1,xt2,xt3,xt4,xt5,xc0,xc1,xc2,xc3,xc4,xc5,dist,b_obs
2.740000000000000213e+01,6.403503608729502750e-01,6.219290860267810972e-01,-2.148427053521841860e-04,7.547436289889862364e-03,4.101826607068277848e-03,-1.584097374956082305e-05,9.928160738362626914e-01,1.444421668042946250e+00,-2.137005532896193216e+00,-2.002423192683104591e-02,4.678147586299317810e-03,4.537675610433278967e-02,8.948330158674043799e-01,2.425140687248892452e-03
2.745000000000000284e+01,6.407288438654941132e-01,6.221347812577345815e-01,-2.156334608252412073e-04,7.591883411862800600e-03,4.125982631070785299e-03,-1.578924517272008507e-05,9.918228575664400637e-01,1.444654823565512780e+00,-2.134742524887563331e+00,-1.970441886607302365e-02,4.648073316358487111e-03,4.514356424086092556e-02,8.943188617348005742e-01,2.535919582536703965e-03
2.750000000000000000e+01,6.411095511910162026e-01,6.223416853643108926e-01,-2.164216227052814974e-04,7.636409609021592090e-03,4.150181631983474416e-03,-1.573723002889186804e-05,9.908455386232218887e-01,1.444886367300621588e+00,-2.132491189766872353e+00,-1.938833886265526468e-02,4.613676087995153413e-03,4.490984058677433693e-02,8.938092719852969159e-01,2.641847099420403452e-03
2.755000000000000071e+01,6.414924867888470716e-01,6.225498004875139602e-01,-2.172071767669165568e-04,7.681014304213588245e-03,4.174423296137982214e-03,-1.568493243651069468e-05,9.898839335371480974e-01,1.445116089578604601e+00,-2.130251553613687676e+00,-1.907586458029639220e-02,4.575215031326351767e-03,4.467560554062028483e-02,8.933039237104368757e-01,2.743081018008892633e-03
2.760000000000000142e+01,6.418776545694783175e-01,6.227591287526742514e-01,-2.179901089901249949e-04,7.725696921034455079e-03,4.198707310272492901e-03,-1.563235649182723384e-05,9.889378650842387541e-01,1.445343793475074134e+00,-2.128023641485690565e+00,-1.876687353607731437e-02,4.532940827457184428e-03,4.444087957925779708e-02,8.928025091581076600e-01,2.839776155843706448e-03
2.765000000000000213e+01,6.422650584146002428e-01,6.229696722694695321e-01,-2.187704055591408164e-04,7.770456883841952989e-03,4.223033361539226677e-03,-1.557950626880424079e-05,9.880071620452847148e-01,1.445569294388771242e+00,-2.125807477414136226e+00,-1.846124802208622823e-02,4.487095720423510750e-03,4.420568328291169663e-02,8.923047352411557220e-01,2.932084338800534234e-03
2.770000000000000284e+01,6.426547021771404911e-01,6.231814331319458500e-01,-2.195480528613363402e-04,7.815293617769503154e-03,4.247401137511816645e-03,-1.552638581901675984e-05,9.870916589692727561e-01,1.445792419620610447e+00,-2.123603084398469676e+00,-1.815887501839280604e-02,4.437913553142882987e-03,4.397003734375545120e-02,8.918103230486172928e-01,3.020154368878796153e-03
2.775000000000000000e+01,6.430465896813032378e-01,6.233944134185384067e-01,-2.203230374861006472e-04,7.860206548739536239e-03,4.271810326192560826e-03,-1.547299917155567773e-05,9.861911959413560691e-01,1.446013007955080809e+00,-2.121410484400787055e+00,-1.785964609827250804e-02,4.385619825668659634e-03,4.373396256354551009e-02,8.913190073608007191e-01,3.104131990816789283e-03
2.780000000000000071e+01,6.434407247226086035e-01,6.236086151920937626e-01,-2.210953462237129309e-04,7.905195103476619911e-03,4.296260616019564882e-03,-1.541935033293565457e-05,9.853056183557332703e-01,1.446230909245072249e+00,-2.119229698340555412e+00,-1.756345732663764161e-02,4.330431773985109548e-03,4.349747984571597503e-02,8.908305361693505953e-01,3.184159859177292454e-03
2.785000000000000142e+01,6.438371110679335096e-01,6.238240404998910416e-01,-2.218649660642114853e-04,7.950258709520388600e-03,4.320751695873763405e-03,-1.536544328700614807e-05,9.844347766937524558e-01,1.446445984001109464e+00,-2.117060746089834300e+00,-1.727020915259632264e-02,4.272558467505650596e-03,4.326061018313426265e-02,8.903446702033314120e-01,3.260377507285599011e-03
2.790000000000000213e+01,6.442357524555524240e-01,6.240406913736650241e-01,-2.226318841962583012e-04,7.995396795238245147e-03,4.345283255085829327e-03,-1.531128199486699493e-05,9.835785263075115248e-01,1.446658102985882932e+00,-2.114903646469167064e+00,-1.697980629704019112e-02,4.212200923433999551e-03,4.302337464355443508e-02,8.898611824622574273e-01,3.332921319135361340e-03
2.795000000000000284e+01,6.446366525951793269e-01,6.242585698296282404e-01,-2.233960880059996507e-04,8.040608789837868156e-03,4.369854983442969694e-03,-1.525687039478680759e-05,9.827367272091817041e-01,1.446867146814873273e+00,-2.112758417244232412e+00,-1.669215763615079437e-02,4.149552236182337504e-03,4.278579435382352802e-02,8.893798577569000940e-01,3.401924505150802011e-03
2.800000000000000000e+01,6.450398151680097891e-01,6.244776778684941743e-01,-2.241575650759224710e-04,8.085894123379500781e-03,4.394466571195607824e-03,-1.520221240212558428e-05,9.819092438662369027e-01,1.447073005563779491e+00,-2.110625075123298888e+00,-1.640717608164058219e-02,4.084797720062030221e-03,4.254789048351614172e-02,8.889004922586013491e-01,3.467517082495106054e-03
2.805000000000000071e+01,6.454452438267639369e-01,6.246980174755006887e-01,-2.249163031837071432e-04,8.131252226788041743e-03,4.419117709063956172e-03,-1.514731190926084942e-05,9.810959450027327833e-01,1.447275578383369510e+00,-2.108503635755500039e+00,-1.612477845852249708e-02,4.018115063543017257e-03,4.230968422843922605e-02,8.884228930577251493e-01,3.529825860420120892e-03
2.810000000000000142e+01,6.458529421957303063e-01,6.249195906204334516e-01,-2.256722903010766111e-04,8.176682531864931658e-03,4.443808088244475575e-03,-1.509217278551702802e-05,9.802967034067415764e-01,1.447474773122294112e+00,-2.106394113729932016e+00,-1.584488538112471465e-02,3.949674493439695594e-03,4.207119679428992370e-02,8.879468777317915951e-01,3.588974430998811277e-03
2.815000000000000213e+01,6.462629138708094745e-01,6.251423992576499167e-01,-2.264255145926420047e-04,8.222184471299834665e-03,4.468537400416226074e-03,-1.503679887709864696e-05,9.795114094059776955e-01,1.447670539557970759e+00,-2.104296519223712636e+00,-1.556687464943044656e-02,3.880982933625808443e-03,4.183258345449149262e-02,8.874723101947222803e-01,3.645083165439464562e-03
2.820000000000000284e+01,6.466751624195590242e-01,6.253664453261039702e-01,-2.271759644147451455e-04,8.267757478682125766e-03,4.493305337747111917e-03,-1.498119400702680075e-05,9.787399767781672644e-01,1.447862884308765530e+00,-2.102210857708668001e+00,-1.529043046298821963e-02,3.812807098164205152e-03,4.159387714728512986e-02,8.869991167268297394e-01,3.699736272989157665e-03
2.825000000000000000e+01,6.470896913812388407e-01,6.255917307493701340e-01,-2.279236283142977999e-04,8.313400988512169992e-03,4.518111592900014677e-03,-1.492536197507909010e-05,9.779823272887699925e-01,1.448051833202124383e+00,-2.100137135026562074e+00,-1.501554911290442842e-02,3.745148636191538479e-03,4.135503013695810554e-02,8.865272452803856229e-01,3.753744952617535033e-03
2.830000000000000071e+01,6.475065042668569637e-01,6.258182574356686567e-01,-2.286684950276181131e-04,8.359114436212421173e-03,4.542955859038822278e-03,-1.486930655773290293e-05,9.772383828905850667e-01,1.448237412146294201e+00,-2.098075358783935140e+00,-1.474222681449272911e-02,3.678009130597640220e-03,4.111601956811919423e-02,8.860566448120982264e-01,3.807103834387670985e-03
2.835000000000000142e+01,6.479256045592157731e-01,6.260460272778904933e-01,-2.294105534792642521e-04,8.404897258138310789e-03,4.567837829834351347e-03,-1.481303150811184968e-05,9.765080657275124754e-01,1.448419647127018761e+00,-2.096025537326957178e+00,-1.447045970840942115e-02,3.611390098386874515e-03,4.087683871099995897e-02,8.855872652715675031e-01,3.859807941093517172e-03
2.840000000000000213e+01,6.483469957129589512e-01,6.262750421536230627e-01,-2.301497927808654183e-04,8.450748891588951220e-03,4.592757199470166342e-03,-1.475654055593594083e-05,9.757912981382554918e-01,1.448598564204258032e+00,-2.093987679077828901e+00,-1.420024386187103242e-02,3.545292991182504797e-03,4.063749125412800117e-02,8.851190575897404100e-01,3.911852683522737059e-03
2.845000000000000284e+01,6.487706811546191110e-01,6.265053039251760048e-01,-2.308862022299506655e-04,8.496668774817651634e-03,4.617713662648294595e-03,-1.469983740747448511e-05,9.750880026599606509e-01,1.448774189508933219e+00,-2.091961792106885820e+00,-1.393157526992104718e-02,3.479719195822337987e-03,4.039798758359208763e-02,8.846519736673706946e-01,3.963233855244805565e-03
2.850000000000000000e+01,6.491966642826656475e-01,6.267368144396070484e-01,-2.316197713087751156e-04,8.542656347042239598e-03,4.642706914594834679e-03,-1.464292574550216743e-05,9.743981020317945552e-01,1.448946549239704007e+00,-2.089947883858363831e+00,-1.366444985672346686e-02,3.414670035013256041e-03,4.015834235728078100e-02,8.841859663634943356e-01,4.013947626944257274e-03
2.855000000000000071e+01,6.496249484675530317e-01,6.269695755287485461e-01,-2.323504896831441412e-04,8.588711048455193592e-03,4.667736651065471087e-03,-1.458580922925906216e-05,9.737215191984546214e-01,1.449115669659779781e+00,-2.087945960976338000e+00,-1.339886347687188617e-02,3.350146768017752720e-03,3.991857292374782068e-02,8.837209894839211932e-01,4.063990540329227505e-03
2.860000000000000142e+01,6.500555370517702158e-01,6.272035890092340082e-01,-2.330783472012358949e-04,8.634832320233596856e-03,4.692802568350879638e-03,-1.452849149441246752e-05,9.730581773136153245e-01,1.449281577093764373e+00,-2.085956029195966455e+00,-1.313481191670089025e-02,3.286150591365311156e-03,3.967869829110844127e-02,8.832569977697499741e-01,4.113359501640176039e-03
2.865000000000000213e+01,6.504884333498898163e-01,6.274388566825248592e-01,-2.338033338924217787e-04,8.681019604548902147e-03,4.717904363282038327e-03,-1.447097615302283963e-05,9.724079997433079381e-01,1.449444297924537883e+00,-2.083978093277315757e+00,-1.287229089559627400e-02,3.222682639574959550e-03,3.943873845491385061e-02,8.827939468859099525e-01,4.162051774803733270e-03
2.870000000000000284e+01,6.509236406486179627e-01,6.276753803349377492e-01,-2.345254399660851518e-04,8.727272344576519555e-03,4.743041733235438435e-03,-1.441326679351239464e-05,9.717709100692355495e-01,1.449603858590174266e+00,-2.082012156966943195e+00,-1.261129606729965644e-02,3.159743985883841158e-03,3.919871395998976438e-02,8.823317934097326676e-01,4.210064974263620641e-03
2.875000000000000000e+01,6.513611622068450346e-01,6.279131617376720875e-01,-2.352446558104388720e-04,8.773589984505213504e-03,4.768214376138193294e-03,-1.435536698063647399e-05,9.711468320920229047e-01,1.449760285580895758e+00,-2.080058222977573035e+00,-1.235182302120496102e-02,3.097335642977961344e-03,3.895864561481737764e-02,8.818704948195573712e-01,4.257397057524672096e-03
2.880000000000000071e+01,6.518010012556962884e-01,6.281522026468373543e-01,-2.359609719913412663e-04,8.819971969546334944e-03,4.793421990473057705e-03,-1.429728025545815033e-05,9.705356898344016381e-01,1.449913605436063291e+00,-2.078116292979567792e+00,-1.209386728364511727e-02,3.035458563722537393e-03,3.871855430538437282e-02,8.814100094833735577e-01,4.304046317446795153e-03
2.885000000000000142e+01,6.522431609985834822e-01,6.283925048034812999e-01,-2.366743792511108533e-04,8.866417745942866205e-03,4.818664275283345011e-03,-1.423901013532537795e-05,9.699374075443313314e-01,1.450063844741203534e+00,-2.076186367600085347e+00,-1.183742431916795512e-02,2.974113641890307851e-03,3.847846087390758424e-02,8.809502966475023511e-01,4.350011374322899915e-03
2.890000000000000213e+01,6.526876446112565011e-01,6.286340699336178117e-01,-2.373848685073402809e-04,8.912926760978295837e-03,4.843940930177749633e-03,-1.418056011385143822e-05,9.693519096980570682e-01,1.450211030125073020e+00,-2.074268446427240953e+00,-1.158248953180064482e-02,2.913301712886718492e-03,3.823838603987248647e-02,8.804913164253214131e-01,4.395291167773528532e-03
2.895000000000000284e+01,6.531344552418555383e-01,6.288768997482556689e-01,-2.380924308517090430e-04,8.959498462985316519e-03,4.869251655335079393e-03,-1.412193366089779730e-05,9.687791210031044820e-01,1.450355188256756911e+00,-2.072362528017527072e+00,-1.132905826630227139e-02,2.853023554471285396e-03,3.799835034868480343e-02,8.800330297860342599e-01,4.439884948489644309e-03
2.900000000000000000e+01,6.535835960109640519e-01,6.291209959434267418e-01,-2.387970575487954926e-04,9.006132301354352956e-03,4.894596151508888091e-03,-1.406313422255973708e-05,9.682189664012118557e-01,1.450496345842805512e+00,-2.070468609905351087e+00,-1.107712580940432498e-02,2.793279887474692334e-03,3.775837413834805256e-02,8.795753985434877631e-01,4.483792269852389031e-03
2.905000000000000071e+01,6.540350700116615013e-01,6.293663602002153024e-01,-2.394987400348883662e-04,9.052827726541921513e-03,4.919974120032022218e-03,-1.400416522115513540e-05,9.676713710712008254e-01,1.450634529624405200e+00,-2.068586688613944347e+00,-1.082668739103895272e-02,2.734071376511326267e-03,3.751847751791725222e-02,8.791183853450398322e-01,4.527012979457834679e-03
2.910000000000000142e+01,6.544888803095769703e-01,6.296129941847866673e-01,-2.401974699167976307e-04,9.099584190078818108e-03,4.945385262821070521e-03,-1.394503005521528419e-05,9.671362604317860212e-01,1.450769766374585101e+00,-2.066716759667154957e+00,-1.057773818555494613e-02,2.675398630687070550e-03,3.727868035365328181e-02,8.786619536604789449e-01,4.569547210573196225e-03
2.915000000000000213e+01,6.549450299429433464e-01,6.298608995484167306e-01,-2.408932389706649514e-04,9.146401144578139575e-03,4.970829282380726834e-03,-1.388573209947888910e-05,9.666135601443240910e-01,1.450902082895459744e+00,-2.064858817601808116e+00,-1.033027331292141367e-02,2.617262204302239596e-03,3.703900226022101283e-02,8.782060677709996321e-01,4.611395373546732512e-03
2.920000000000000284e+01,6.554035219226513886e-01,6.301100779275214947e-01,-2.415860391407741322e-04,9.193278043743140227e-03,4.996305881808060095e-03,-1.382627470488834593e-05,9.661031961155031045e-01,1.451031506015506123e+00,-2.063012855980375981e+00,-1.008428783991746798e-02,2.559662597552021628e-03,3.679946259705724892e-02,8.777506927582343632e-01,4.652558147195933608e-03
2.925000000000000000e+01,6.558643592323043503e-01,6.303605309436866033e-01,-2.422758625383610411e-04,9.240214342374928821e-03,5.021814764796697639e-03,-1.376666119858868187e-05,9.656050944999723384e-01,1.451158062586875408e+00,-2.061178867403878900e+00,-9.839776781312710441e-03,2.502600257217760769e-03,3.656008046282437779e-02,8.772957944933436059e-01,4.693036470195690799e-03
2.930000000000000071e+01,6.563275448282732683e-01,6.306122602036975389e-01,-2.429627014404239966e-04,9.287209496379992060e-03,5.047355635640920005e-03,-1.370689488392904794e-05,9.651191817029135533e-01,1.451281779482739509e+00,-2.059356843525135261e+00,-9.596735101040643201e-03,2.446075577345722257e-03,3.632087468692171695e-02,8.768413396261683923e-01,4.732831532479412837e-03
2.935000000000000142e+01,6.567930816397522520e-01,6.308652672995695987e-01,-2.436465482885338829e-04,9.334262962777574099e-03,5.072928199239666418e-03,-1.364697904046663060e-05,9.646453843825539831e-01,1.451402683594671839e+00,-2.057546775061918076e+00,-9.355157713343659545e-03,2.390088899944128181e-03,3.608186384177249073e-02,8.763872955744438364e-01,4.771944766664650353e-03
2.940000000000000213e+01,6.572609725688143278e-01,6.311195538085780932e-01,-2.443273956876448882e-04,9.381374199706882591e-03,5.098532161100457864e-03,-1.358691692397292996e-05,9.641836294526223705e-01,1.451520801830061824e+00,-2.055748651809970795e+00,-9.115039483919638863e-03,2.334640515655732763e-03,3.584306623611922121e-02,8.759336305130793754e-01,4.810377839557691826e-03
2.945000000000000284e+01,6.577312204904678383e-01,6.313751212932892098e-01,-2.450052364049052711e-04,9.428542666434147276e-03,5.124167227343229963e-03,-1.352671176644277729e-05,9.637338440847480481e-01,1.451636161109564060e+00,-2.053962462656185650e+00,-8.876375231052729617e-03,2.279730664430836950e-03,3.560449991528823188e-02,8.754803133635039591e-01,4.848132643700844152e-03
2.950000000000000000e+01,6.582038282527127304e-01,6.316319713015904336e-01,-2.456800633684689660e-04,9.475767823359515507e-03,5.149833104704086041e-03,-1.346636677610527700e-05,9.632959557108033977e-01,1.451748788364579656e+00,-2.052188195591760245e+00,-8.639159726732193942e-03,2.225359536195306576e-03,3.536618266173051361e-02,8.750273137830797410e-01,4.885211289004081497e-03
2.955000000000000071e+01,6.586787986765972880e-01,6.318901053667215217e-01,-2.463518696663075146e-04,9.523049132023798588e-03,5.175529500538963469e-03,-1.340588513743723208e-05,9.628698920251904658e-01,1.451858710534772667e+00,-2.050425837725320388e+00,-8.403387697783282553e-03,2.171527271525776175e-03,3.512813199586198309e-02,8.745746021545857118e-01,4.921616094467813965e-03
2.960000000000000142e+01,6.591561345562757523e-01,6.321495250073057015e-01,-2.470206485450229458e-04,9.570386055115067195e-03,5.201256122827217603e-03,-1.334527001117908871e-05,9.624555809870724010e-01,1.451965954565618278e+00,-2.048675375296003409e+00,-8.169053826941377258e-03,2.118233962296790611e-03,3.489036517682116839e-02,8.741221495757715010e-01,4.957349580011245413e-03
2.965000000000000213e+01,6.596358386590654987e-01,6.324102317273807561e-01,-2.476863934086612250e-04,9.617778056475090667e-03,5.227012680175125055e-03,-1.328452453435280520e-05,9.620529508225512672e-01,1.452070547405983625e+00,-2.046936793686499279e+00,-7.936152753905779955e-03,2.065479652318851986e-03,3.465289920335110768e-02,8.736699278489842291e-01,4.992414458405609184e-03
2.970000000000000284e+01,6.601179137255049900e-01,6.326722270164306661e-01,-2.483490978175271124e-04,9.665224601105628852e-03,5.252798881819303704e-03,-1.322365182028204021e-05,9.616619300267926773e-01,1.452172516005741709e+00,-2.045210077436039331e+00,-7.704679076438288726e-03,2.013264338000236593e-03,3.441575081504941180e-02,8.732179094708694134e-01,5.026813627327215983e-03
2.975000000000000000e+01,6.606023624694119523e-01,6.329355123494169177e-01,-2.490087554869995098e-04,9.712725155174578226e-03,5.278614437630054640e-03,-1.316265495861474991e-05,9.612824473660961377e-01,1.452271887313416387e+00,-2.043495210253325034e+00,-7.474627351423480774e-03,1.961587968990175304e-03,3.417893649351995411e-02,8.727660676221462577e-01,5.060550161545902120e-03
2.980000000000000071e+01,6.610891875779418836e-01,6.332000891868105885e-01,-2.496653602863485415e-04,9.760279186021968839e-03,5.304459058114621706e-03,-1.310153701534755706e-05,9.609144318799126561e-01,1.452368688273861563e+00,-2.041792175029397249e+00,-7.245992095917488940e-03,1.910450448817104744e-03,3.394247246358993858e-02,8.723143761574596589e-01,5.093627305244223871e-03
2.985000000000000142e+01,6.615783917116465629e-01,6.334659589746239883e-01,-2.503189062375535574e-04,9.807886162165820737e-03,5.330332454420375586e-03,-1.304030103285242414e-05,9.605578128828100581e-01,1.452462945825970131e+00,-2.040100953850442878e+00,-7.018767788185362871e-03,1.859851635522004202e-03,3.370637469458392932e-02,8.718628095953101509e-01,5.126048464479221814e-03
2.990000000000000213e+01,6.620699775045334468e-01,6.337331231444429669e-01,-2.509693875141224910e-04,9.855545553307849468e-03,5.356234338337918094e-03,-1.297895002990536604e-05,9.602125199663872346e-01,1.452554686900415337e+00,-2.038421528010537109e+00,-6.792948868727080765e-03,1.809791342286833256e-03,3.347065890164825641e-02,8.714113431080606764e-01,5.157817199788852433e-03
2.995000000000000284e+01,6.625639475641246223e-01,6.340015831134589996e-01,-2.516167984399130604e-04,9.903256830339038017e-03,5.382164422304109262e-03,-1.291748700171733627e-05,9.598784830011367619e-01,1.452643938417423897e+00,-2.036753878024317732e+00,-6.568529741292291474e-03,1.760269338058083550e-03,3.323534054712175279e-02,8.709599525120252927e-01,5.188937218949250460e-03
3.000000000000000000e+01,6.630603044715167593e-01,6.342713402845017168e-01,-2.522611334879551622e-04,9.951019465345064749e-03,5.408122419405018977e-03,-1.285591491996674288e-05,9.595556321382573417e-01,1.452730727284579526e+00,-2.035097983639591046e+00,-6.345504773883853776e-03,1.711285348165459026e-03,3.300043484194876281e-02,8.705086142576367036e-01,5.219412369886352113e-03
3.005000000000000071e+01,6.635590507814407291e-01,6.345423960460713220e-01,-2.529023872792752169e-04,9.998832931611594324e-03,5.434108043378803148e-03,-1.279423673283454100e-05,9.592438978114169457e-01,1.452815080394657343e+00,-2.033453823849600273e+00,-6.123868299730555673e-03,1.662839054948408611e-03,3.276595675768374100e-02,8.700573054196953926e-01,5.249246633745164800e-03
3.010000000000000142e+01,6.640601890223217785e-01,6.348147517723712330e-01,-2.535405545817220863e-04,1.004669670362942635e-02,5.460121008618506154e-03,-1.273245536504036561e-05,9.589432107384658899e-01,1.452897024623489575e+00,-2.031821376905629251e+00,-5.903614618312907555e-03,1.614930098337478016e-03,3.253192100116007041e-02,8.696060036877020227e-01,5.278444118136703736e-03
3.015000000000000213e+01,6.645637216963400373e-01,6.350884088233410552e-01,-2.541756303087951596e-04,1.009461025709951221e-02,5.486161030174786096e-03,-1.267057371788161870e-05,9.586535019231001709e-01,1.452976586827859684e+00,-2.030200620329854377e+00,-5.684737996317493387e-03,1.567558076468167014e-03,3.229834202984342706e-02,8.691546873562698838e-01,5.307009050486914681e-03
3.020000000000000284e+01,6.650696512794910253e-01,6.353633685446894441e-01,-2.548076095184740111e-04,1.014257306893784176e-02,5.512227823758571524e-03,-1.260859466927345263e-05,9.583747026564778393e-01,1.453053793843428698e+00,-2.028591530927476239e+00,-5.467232668576207238e-03,1.520722546294292097e-03,3.206523406527484604e-02,8.687033353156242699e-01,5.334945771603762446e-03
3.025000000000000000e+01,6.655779802216464924e-01,6.356396322679269684e-01,-2.554364874120506061e-04,1.019058461728018609e-02,5.538321105743642704e-03,-1.254652107379136908e-05,9.581067445187877452e-01,1.453128672482690398e+00,-2.026994084798725115e+00,-5.251092839026439210e-03,1.474423024173741447e-03,3.183261108477122847e-02,8.682519270421849011e-01,5.362258729414259850e-03
3.030000000000000071e+01,6.660887109466157030e-01,6.359172013103997489e-01,-2.560622593329632416e-04,1.023864438148672229e-02,5.564440593169141767e-03,-1.248435576271508353e-05,9.578495593807708763e-01,1.453201249532956263e+00,-2.025408257351025920e+00,-5.036312681648951080e-03,1.428658986458256194e-03,3.160048682320001912e-02,8.678004425892327234e-01,5.388952472833731175e-03
3.035000000000000142e+01,6.666018458522064982e-01,6.361960769753225442e-01,-2.566849207656329802e-04,1.028675184214651248e-02,5.590586003742014330e-03,-1.242210154407435311e-05,9.576030794051947348e-01,1.453271551754369728e+00,-2.023834023311077868e+00,-4.822886341395064315e-03,1.383429870078444661e-03,3.136887477472820318e-02,8.673488625776633043e-01,5.415031645809682478e-03
3.040000000000000213e+01,6.671173873102872465e-01,6.364762605518120564e-01,-2.573044673343022532e-04,1.033490648108187186e-02,5.616757055839378260e-03,-1.235976120269653922e-05,9.573672370482823046e-01,1.453339605877949747e+00,-2.022271356736845771e+00,-4.610807935103229845e-03,1.338735073124053439e-03,3.113778819456301805e-02,8.668971681868257173e-01,5.440500981532325059e-03
3.045000000000000284e+01,6.676353376668481276e-01,6.367577533149207936e-01,-2.579208948018760651e-04,1.038310778135259453e-02,5.642953468510826520e-03,-1.229733750025591667e-05,9.571419650610946128e-01,1.453405438603663447e+00,-2.020720231029464298e+00,-4.400071552405053314e-03,1.294573955419502879e-03,3.090724010069552039e-02,8.664453411454483556e-01,5.465365296806119419e-03
3.050000000000000000e+01,6.681556992420634167e-01,6.370405565256705982e-01,-2.585341990687655832e-04,1.043135522726005952e-02,5.669174961480658893e-03,-1.223483317532443300e-05,9.569271964908689920e-01,1.453469076598526311e+00,-2.019180618945055627e+00,-4.190671256620853886e-03,1.250945839094711950e-03,3.067724327565307316e-02,8.659933637226502334e-01,5.489629486585337337e-03
3.055000000000000071e+01,6.686784743303536560e-01,6.373246714310863981e-01,-2.591443761717343304e-04,1.047964830435121550e-02,5.695421255150046047e-03,-1.217225094342444476e-05,9.567228646823123794e-01,1.453530546494732567e+00,-2.017652492606457848e+00,-3.982601085644820772e-03,1.207850009151228282e-03,3.044781026826515191e-02,8.655412187190416606e-01,5.513298518669293088e-03
3.060000000000000142e+01,6.692036652004480501e-01,6.376100992642301790e-01,-2.597514222827470329e-04,1.052798649942243876e-02,5.721692070599130285e-03,-1.210959349708284796e-05,9.565289032788507617e-01,1.453589874887811995e+00,-2.016135823514864978e+00,-3.775855052819844255e-03,1.165285714023675100e-03,3.021895339544423964e-02,8.650888894579109589e-01,5.536377428558217004e-03
3.065000000000000213e+01,6.697312740954466381e-01,6.378968412442348468e-01,-2.603553337078212877e-04,1.057636930052326812e-02,5.747987129589056041e-03,-1.204686350588668582e-05,9.563452462238352103e-01,1.453647088334816040e+00,-2.014630582561379502e+00,-3.570427147802094931e-03,1.123252166136538268e-03,2.999068474398277478e-02,8.646363597764998854e-01,5.558871314467072125e-03
3.070000000000000284e+01,6.702613032328836873e-01,6.381848985763386439e-01,-2.609561068858819947e-04,1.062479619696002353e-02,5.774306154563936186e-03,-1.198406361654062672e-05,9.561718277617047290e-01,1.453702213352530803e+00,-2.013136740038470762e+00,-3.366311337415419692e-03,1.081748542456308386e-03,2.976301617236672831e-02,8.641836140173663194e-01,5.580785332494680659e-03
3.075000000000000000e+01,6.707937548047901988e-01,6.384742724519190116e-01,-2.615537383876186074e-04,1.067326667929930327e-02,5.800648868652755023e-03,-1.192119645292574829e-05,9.560085824391069131e-01,1.453755276415718223e+00,-2.011654265651346307e+00,-3.163501566495626437e-03,1.040773985038995078e-03,2.953595931260495633e-02,8.637306370198369887e-01,5.602124691947900012e-03
3.080000000000000071e+01,6.713286309777569683e-01,6.387649640485271174e-01,-2.621482249143457450e-04,1.072178023937136321e-02,5.827014995671207093e-03,-1.185826461615954459e-05,9.558554451059764201e-01,1.453806303955383461e+00,-2.010183128529229535e+00,-2.961991758724732103e-03,1.000327601573030613e-03,2.930952557207451223e-02,8.632774141115462374e-01,5.622894650816860282e-03
3.085000000000000142e+01,6.718659338929980906e-01,6.390569745299219395e-01,-2.627395632968661894e-04,1.077033637027338155e-02,5.853404260123470926e-03,-1.179527068465804753e-05,9.557123509165719177e-01,1.453855322357070712e+00,-2.008723297236543193e+00,-2.761775817455242987e-03,9.604084659175808267e-04,2.908372613538070736e-02,8.628239311000662770e-01,5.643100511399812974e-03
3.090000000000000213e+01,6.724056656664142428e-01,6.393503050461051274e-01,-2.633277504943376231e-04,1.081893456637260907e-02,5.879816387203922953e-03,-1.173221721419882072e-05,9.555792353304723985e-01,1.453902357959184544e+00,-2.007274739784002726e+00,-2.562847626524536720e-03,9.210156186362841984e-04,2.885857196623107732e-02,8.623701742646235902e-01,5.662747616075254273e-03
3.095000000000000284e+01,6.729478283886562995e-01,6.396449567333551967e-01,-2.639127835931422399e-04,1.086757432330940319e-02,5.906251102798786359e-03,-1.166910673798561007e-05,9.554560341135327484e-01,1.453947437051338554e+00,-2.005837423639613704e+00,-2.365201051059420950e-03,8.821480675264320621e-04,2.863407380932270208e-02,8.619161303479061509e-01,5.681841343217806581e-03
3.100000000000000000e+01,6.734924241251890598e-01,6.399409307142623904e-01,-2.644946598057597168e-04,1.091625513800015095e-02,5.932708133487723558e-03,-1.160594176671411084e-05,9.553426833387994588e-01,1.453990585872730223e+00,-2.004411315739574651e+00,-2.168829938270937664e-03,8.438047881436107865e-04,2.841024219224181496e-02,8.614617865479581305e-01,5.700387103256808821e-03
3.105000000000000071e+01,6.740394549163550852e-01,6.402382280977632067e-01,-2.650733764696435466e-04,1.096497650864008445e-02,5.959187206545364483e-03,-1.154272478863954901e-05,9.552391193873867037e-01,1.454031830610541753e+00,-2.002996382499084405e+00,-1.973728118239483856e-03,8.059847243218233722e-04,2.818708742737463871e-02,8.610071305101641981e-01,5.718390334872647252e-03
3.110000000000000142e+01,6.745889227774387598e-01,6.405368499791753711e-01,-2.656489310461006780e-04,1.101373793470598016e-02,5.985688049942776770e-03,-1.147945826964505210e-05,9.551452789493134476e-01,1.454071197398367099e+00,-2.001592589823054436e+00,-1.779889404690316625e-03,7.686867886891110687e-04,2.796461961382861947e-02,8.605521503193225286e-01,5.735856501330438215e-03
